,genres,app_name,title,release_date,price,id,developer
226,['Adventure'],Nancy Drew®: The Phantom of Venice,Nancy Drew®: The Phantom of Venice,2008-07-01,6.99,31920,HeR Interactive
227,['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,Nancy Drew®: The White Wolf of Icicle Creek,2007-07-01,6.99,31930,HeR Interactive
228,"['Casual', 'Indie']",BRAINPIPE: A Plunge to Unhumanity,BRAINPIPE: A Plunge to Unhumanity,2008-12-24,Free to Play,35800,Digital Eel
229,['Adventure'],Tales of Monkey Island Complete Pack,Tales of Monkey Island Complete Pack,2009-07-07,19.99,31170,Telltale Games
230,['Action'],Street Fighter® IV,Street Fighter® IV,2009-07-07,19.99,21660,Capcom
231,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,Thrillville®: Off the Rails™,2007-10-09,9.99,6080,Frontier
232,['Adventure'],Indiana Jones® and the Fate of Atlantis™,Indiana Jones® and the Fate of Atlantis™,1992-06-01,5.99,6010,LucasArts
233,['Action'],Armed and Dangerous®,Armed and Dangerous®,2003-12-02,5.99,6090,Planet Moon Studios
234,['Action'],"Star Wars: Battlefront 2 (Classic, 2005)","Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,9.99,6060,Pandemic Studios
235,['Adventure'],Indiana Jones® and the Last Crusade™,Indiana Jones® and the Last Crusade™,1989-07-01,5.99,32310,LucasArts
236,"['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,LEGO® Indiana Jones™: The Original Adventures,2008-06-03,19.99,32330,Traveller's Tales
237,['Adventure'],The Secret of Monkey Island: Special Edition,The Secret of Monkey Island: Special Edition,2009-07-15,9.99,32360,LucasArts
238,['Strategy'],Warfare,Warfare,2008-11-20,12.99,35300,GFI Russia
239,"['Action', 'Racing']",Clutch,Clutch,2009-06-02,9.99,35310,Targem Games
240,['Adventure'],Nancy Drew®: Ransom of the Seven Ships,Nancy Drew®: Ransom of the Seven Ships,2009-07-21,6.99,31980,HeR Interactive
241,['Sports'],3D Ultra™ Minigolf Adventures,3D Ultra™ Minigolf Adventures,2006-12-20,9.99,10140,Wanako Games
242,['Adventure'],King's Quest™ Collection,King's Quest™ Collection,2006-09-01,19.99,10100,Sierra
243,['Action'],TimeShift™,TimeShift™,2007-10-30,19.99,10130,Saber Interactive
244,['Adventure'],Space Quest™ Collection,Space Quest™ Collection,2006-09-01,19.99,10110,Sierra
245,['Action'],Killing Floor Outbreak Character Pack,Killing Floor Outbreak Character Pack,2009-07-24,7.99,1256,Tripwire Interactive
246,"['Action', 'Casual']",Aces of the Galaxy™,Aces of the Galaxy™,2008-06-04,9.99,10120,Artech Studios
247,"['Simulation', 'Strategy']",Tropico Reloaded,Tropico Reloaded,2009-07-24,6.99,33520,"PopTop Software,BreakAway Games,Frog City Software"
248,['Casual'],Mystery P.I. - Lost in Los Angeles,Mystery P.I. - Lost in Los Angeles,2009-07-27,4.99,3610,SpinTop Games
249,['Action'],Bionic Commando: Rearmed,Bionic Commando: Rearmed,2008-08-14,9.99,21680,Capcom
250,"['Action', 'Adventure']",Bionic Commando,Bionic Commando,2009-07-28,9.99,21670,Capcom
251,['Action'],Watchmen: The End is Nigh Part 2,Watchmen: The End is Nigh Part 2,2009-07-29,4.99,21030,Deadline Games
252,"['Action', 'Indie']",Foreign Legion: Buckets of Blood,Foreign Legion: Buckets of Blood,2009-08-04,4.99,36000,Sakari Indie
253,"['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,STAR WARS™ - Knights of the Old Republic™,2003-11-19,9.99,32370,"BioWare,Aspyr (Mac)"
254,"['Indie', 'Casual']",Osmos,Osmos,2009-08-18,9.99,29180,Hemisphere Games
255,['RPG'],Fallout 2: A Post Nuclear Role Playing Game,Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,9.99,38410,Black Isle Studios
256,['Strategy'],Fallout Tactics: Brotherhood of Steel,Fallout Tactics: Brotherhood of Steel,2001-03-01,9.99,38420,14° East
257,['Action'],Kingpin — Life of Crime,Kingpin — Life of Crime,1999-06-01,9.99,38430,Xatrix Entertainment
258,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,19.99,31180,Telltale Games
259,['Casual'],Jewel Quest Pack,Jewel Quest Pack,2009-08-24,19.99,37960,iWin
260,['Casual'],Mahjong Quest Collection,Mahjong Quest Collection,2009-08-24,9.99,38000,iWin
261,"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,4.99,37400,Size Five Games
262,['Action'],Tom Clancy's Splinter Cell Chaos Theory®,Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,9.99,13570,Ubisoft Montreal
263,['Strategy'],XIII Century – Gold Edition,XIII Century – Gold Edition,2009-08-28,4.99,34420,Unicorn Games Studio
264,['Simulation'],World of Zoo,World of Zoo,2009-10-30,14.99,43100,Blue Fang
265,"['Action', 'Adventure']",Mini Ninjas,Mini Ninjas,2009-09-08,9.99,35000,IO Interactive
266,"['Adventure', 'Casual', 'Indie']",Windosill,Windosill,2009-05-26,2.99,37600,"Vectorpark, Inc."
267,['Simulation'],Train Simulator: Colton & Northern Route Add-On,Train Simulator: Colton &amp; Northern Route Add-On,2009-09-25,24.99,24029,All Aboard
268,"['Adventure', 'Casual']",Midnight Mysteries,Midnight Mysteries,2009-09-28,9.99,32140,MumboJumbo
269,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,19.99,31190,Telltale Games
270,['Action'],Joint Operations: Combined Arms Gold,Joint Operations: Combined Arms Gold,2009-08-18,19.99,32770,NovaLogic
271,['Simulation'],Train Simulator: US Loco & Asset Pack,Train Simulator: US Loco &amp; Asset Pack,2009-10-01,17.99,208306,Dovetail Games
272,['Simulation'],DinerTown Tycoon,DinerTown Tycoon,2009-09-30,9.99,37300,PlayFirst
273,['Simulation'],Train Simulator: European Loco & Asset Pack,Train Simulator: European Loco &amp; Asset Pack,2009-10-01,19.99,208300,Dovetail Games
274,['RPG'],Risen,Risen,2009-10-30,9.99,40300,Piranha Bytes
275,['Casual'],Flora's Fruit Farm,Flora's Fruit Farm,2009-10-01,3.99,35070,Honeyslug
276,['Strategy'],Empire: Total War™ - The Warpath Campaign,Empire: Total War™ - The Warpath Campaign,2009-10-05,9.99,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
277,"['Adventure', 'Indie']",Machinarium,Machinarium,2009-10-16,9.99,40700,Amanita Design
278,['Action'],Medal of Honor: Airborne,Medal of Honor: Airborne,2007-09-04,9.99,24840,EA Los Angeles
279,['Racing'],Need for Speed: Shift,Need for Speed: Shift,2009-09-15,19.99,24870,Slightly Mad Studios
280,['RPG'],Torchlight,Torchlight,2009-10-27,14.99,41500,Runic Games
281,['Strategy'],Command & Conquer: Red Alert 3 - Uprising,Command &amp; Conquer: Red Alert 3 - Uprising,2009-03-12,19.99,24800,EA Los Angeles
282,['Strategy'],The Stronghold Collection,The Stronghold Collection,2009-10-27,19.99,901735,FireFly Studios
283,['Strategy'],East India Company: Privateer,East India Company: Privateer,2009-10-27,4.99,42800,Nitro Games
284,['Action'],Painkiller: Resurrection,Painkiller: Resurrection,2009-10-27,9.99,39560,Homegrown Games
285,"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,SpellForce 2 - Anniversary Edition,2009-10-29,14.99,39550,"Phenomic,THQ Nordic"
286,['Adventure'],Secret Files: Tunguska,Secret Files: Tunguska,2009-10-29,9.99,40330,Animation Arts
287,['Strategy'],Rush for Berlin Gold,Rush for Berlin Gold,2009-10-29,4.99,40320,Stormregion
288,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,19.99,31200,Telltale Games
289,['Strategy'],Men of War: Red Tide,Men of War: Red Tide,2009-11-01,4.99,3130,1C Company
290,"['Action', 'Indie']",Hammerfight,Hammerfight,2009-09-19,4.99,41100,Konstantin Koshutin
291,"['Action', 'RPG']",SpellForce - Platinum Edition,SpellForce - Platinum Edition,2009-11-03,9.99,39540,Phenomic
292,['Strategy'],Massive Assault: Phantom Renaissance,Massive Assault: Phantom Renaissance,2005-03-03,9.99,34640,Wargaming.net
293,['Strategy'],Massive Assault,Massive Assault,2003-10-28,9.99,34630,Wargaming.net
294,"['Action', 'Indie']",Serious Sam HD: The First Encounter,Serious Sam HD: The First Encounter,2009-11-24,14.99,41000,Croteam
295,['Adventure'],Secret Files 2: Puritas Cordis,Secret Files 2: Puritas Cordis,2009-10-29,9.99,40340,Animation Arts
296,['RPG'],Dragon Age: Origins,Dragon Age: Origins,2009-11-06,19.99,17450,BioWare
297,"['Action', 'RPG', 'Indie']",Aztaka,Aztaka,2009-05-07,4.99,37100,Citeremis Inc.
298,"['Indie', 'Casual']",Magnetis,Magnetis,2009-11-05,1.99,37500,Yullaby
299,['Strategy'],For The Glory: A Europa Universalis Game,For The Glory: A Europa Universalis Game,2009-11-11,9.99,42810,Crystal Empire Games
300,['Action'],Call of Duty®: Modern Warfare® 2,Call of Duty®: Modern Warfare® 2,2009-11-12,19.99,10180,"Infinity Ward,Aspyr (Mac)"
301,['Adventure'],LEGO® Star Wars™ - The Complete Saga,LEGO® Star Wars™ - The Complete Saga,2009-11-12,19.99,32440,"Traveller's Tales,Feral Interactive (Mac)"
302,['RPG'],Overlord™,Overlord™,2007-06-26,4.99,11450,"Triumph Studios,Virtual Programming"
303,['RPG'],Overlord™: Raising Hell,Overlord™: Raising Hell,2008-02-15,9.99,12710,"Triumph Studios,Virtual Programming"
304,['Strategy'],Command & Conquer 3: Tiberium Wars,Command &amp; Conquer 3: Tiberium Wars,2007-03-28,14.99,24790,EA Los Angeles
305,"['Indie', 'Casual']",Yumsters 2: Around the World,Yumsters 2: Around the World,2008-07-23,4.99,29120,KranX Productions
306,['Strategy'],Command & Conquer 3: Kane's Wrath,Command &amp; Conquer 3: Kane's Wrath,2009-11-13,19.99,24810,EA Los Angeles
307,"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,Gratuitous Space Battles,2009-11-16,14.99,41800,Positech Games
308,['Simulation'],Wings of Prey,Wings of Prey,2009-12-25,9.99,45300,Gaijin Entertainment
309,"['Action', 'Adventure', 'RPG']",The Bard's Tale,The Bard's Tale,2005-06-17,9.99,41900,inXile Entertainment
310,['Action'],Defence Alliance 2,Defence Alliance 2,2009-10-22,Free,35420,Defence Alliance Team
311,['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,19.99,32430,"LucasArts,Aspyr Studios"
312,['RPG'],Fallout 3: Game of the Year Edition,Fallout 3: Game of the Year Edition,2009-10-13,19.99,22370,Bethesda Game Studios
313,"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,Gratuitous Space Battles: The Tribe,2009-12-16,5.99,41802,Positech Games
314,['Simulation'],Build-A-Lot,Build-A-Lot,2007-10-02,9.99,38080,Hip Soft
315,['Simulation'],Build-A-Lot 2: Town of the Year,Build-A-Lot 2: Town of the Year,2008-04-29,9.99,38090,Hip Soft
316,['Simulation'],Build-A-Lot 3: Passport to Europe,Build-A-Lot 3: Passport to Europe,2009-01-24,9.99,38100,Hip Soft
317,"['Casual', 'Simulation']",Coconut Queen,Coconut Queen,2009-12-17,9.99,38070,iWin
318,['Casual'],Roogoo,Roogoo,2009-12-17,1.99,38210,Spidermonk Entertainment
319,"['Action', 'Adventure']",Devil May Cry 4,Devil May Cry 4,2008-07-08,19.99,45700,Capcom
320,"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,Avencast: Rise of the Mage,2010-03-17,9.99,46410,ClockStone Studios
321,['Simulation'],Build-A-Lot 4: Power Source,Build-A-Lot 4: Power Source,2009-08-12,9.99,38110,Hip Soft
322,"['Action', 'Free to Play', 'Indie']","Pirates, Vikings, and Knights II","Pirates, Vikings, and Knights II",2010-02-12,Free,17570,Octoshark Studios
323,['Casual'],Farm Frenzy 2,Farm Frenzy 2,2008-08-27,4.99,38130,Alawar
324,['Casual'],Farm Frenzy 3: American Pie,Farm Frenzy 3: American Pie,2010-01-06,9.99,38160,Alawar
325,['Casual'],Farm Frenzy 3,Farm Frenzy 3,2009-09-11,9.99,38150,Alawar
326,['Casual'],Farm Frenzy,Farm Frenzy,2007-12-07,4.99,38120,Alawar
327,['Casual'],Farm Frenzy: Pizza Party,Farm Frenzy: Pizza Party,2009-02-18,4.99,38140,Alawar
328,['Casual'],Cake Mania Main Street™,Cake Mania Main Street™,2010-02-16,6.99,36300,Sandlot Games
329,"['Strategy', 'Casual']",Westward® IV: All Aboard,Westward® IV: All Aboard,2010-02-16,6.99,36310,Sandlot Games
330,"['Adventure', 'Casual']",Iron Roses,Iron Roses,2010-02-16,6.99,36320,Cateia Games
331,['Strategy'],UFO: Extraterrestrials Gold,UFO: Extraterrestrials Gold,2010-02-17,9.99,37030,Chaos Concept
332,['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,19.99,32450,Traveller's Tales
333,"['Action', 'Indie', 'Racing']",Super Laser  Racer,Super Laser  Racer,2010-02-18,4.99,44100,New Star Games Ltd
334,['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,Hearts of Iron III: Soviet Infantry Pack DLC,2010-02-18,0.99,25960,Paradox Interactive
335,['Action'],NecroVisioN: Lost Company,NecroVisioN: Lost Company,2010-02-19,6.99,46250,The Farm 51
336,['Casual'],Cradle of Persia,Cradle of Persia,2007-12-01,9.99,38180,Awem Studio
337,['Action'],Aliens vs. Predator Swarm Map Pack,Aliens vs. Predator Swarm Map Pack,2010-03-18,7.49,10695,Rebellion
338,"['Action', 'Indie']",Serious Sam Classic: The First Encounter,Serious Sam Classic: The First Encounter,2001-03-21,9.99,41050,Croteam
339,['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,19.99,24055,All Aboard
340,"['Action', 'RPG']",Mount & Blade: Warband,Mount &amp; Blade: Warband,2010-03-31,19.99,48700,TaleWorlds Entertainment
341,['Action'],Coniclysm,Coniclysm,2010-03-26,4.99,39900,ZoopTEK
342,"['Action', 'Indie']",Plain Sight,Plain Sight,2010-04-05,4.99,49900,Beatnik Games
343,['Action'],Lead and Gold: Gangs of the Wild West,Lead and Gold: Gangs of the Wild West,2010-04-08,9.99,42120,Fatshark
344,['Action'],Grand Theft Auto: Episodes from Liberty City,Grand Theft Auto: Episodes from Liberty City,2010-04-12,19.99,12220,Rockstar North / Toronto
345,"['Action', 'Adventure']",Dark Void™ Zero,Dark Void™ Zero,2010-04-12,4.99,45730,Other Ocean Interactive
346,['Indie'],Fortix,Fortix,2010-04-14,0.99,45400,Nemesys Games
347,"['Action', 'Casual', 'Indie']",Beat Hazard,Beat Hazard,2010-04-15,9.99,49600,Cold Beam Games
348,['Adventure'],Sam & Max: The Devil’s Playhouse,Sam &amp; Max: The Devil’s Playhouse,2010-04-15,19.99,901399,Telltale Games
349,"['Simulation', 'Strategy']",M.U.D. TV,M.U.D. TV,2010-04-19,9.99,43500,Realmforge Studios
350,['Simulation'],Wings of Luftwaffe Add-on,Wings of Luftwaffe Add-on,2010-04-19,4.99,45302,Gaijin Entertainment
351,"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,The Misadventures of P.B. Winterbottom,2010-04-20,4.99,40930,The Odd Gentlemen
352,['Action'],AquaNox 2: Revelation,AquaNox 2: Revelation,2003-08-19,4.99,39640,THQ Nordic
353,['Action'],AquaNox,AquaNox,2001-11-30,4.99,39630,THQ Nordic
354,"['Casual', 'Indie']",Fluttabyes,Fluttabyes,2010-04-20,1.99,23150,Red Chain Games Ltd.
355,['Casual'],Hidden Expedition: Titanic,Hidden Expedition: Titanic,2006-07-19,9.99,50940,Big Fish Games
356,"['Casual', 'Indie']",Hidden Expedition: Amazon,Hidden Expedition: Amazon,2008-06-19,9.99,50920,Big Fish Games
357,['Strategy'],Napoleon: Total War™ - Coalition Battle Pack,Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,2.99,34178,"The Creative Assembly,Feral Interactive (Mac)"
358,['Casual'],Fitness Dash™,Fitness Dash™,2008-12-31,6.99,37340,Sarbakan
359,['Casual'],Gemini Lost™,Gemini Lost™,2009-09-24,6.99,37390,PlayFirst
360,['Casual'],DinerTown Detective Agency™,DinerTown Detective Agency™,2009-07-27,6.99,37310,Absolutist Ltd.
361,['Casual'],Hotel Dash™ Suite Success™,Hotel Dash™ Suite Success™,2009-12-24,6.99,49000,PlayFirst
362,['Casual'],Nightshift Legacy: The Jaguar's Eye™,Nightshift Legacy: The Jaguar's Eye™,2010-03-19,6.99,37330,PlayFirst
363,['Casual'],The Nightshift Code™,The Nightshift Code™,2008-02-11,6.99,37320,PlayFirst
364,['Casual'],TriJinx: A Kristine Kross Mystery™,TriJinx: A Kristine Kross Mystery™,2007-12-31,6.99,37370,PlayFirst
365,['Casual'],Valerie Porter and the Scarlet Scandal™,Valerie Porter and the Scarlet Scandal™,2009-12-21,6.99,37380,PlayFirst
366,"['Action', 'Adventure', 'Casual']",Biozone,Biozone,2010-05-07,9.99,19080,G5 Entertainment
367,"['Action', 'Adventure']",Rocket Knight,Rocket Knight,2010-05-11,14.99,19030,Climax Studios
368,"['Action', 'Indie']",Flight of the Icarus,Flight of the Icarus,2010-05-12,4.99,49800,Muse Games
369,['Casual'],Puzzler World,Puzzler World,2010-05-28,4.99,33650,Ideas Pad
370,"['Action', 'Adventure']",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010-06-08,19.99,901478,Ubisoft
371,"['Casual', 'Indie']",Ziro,Ziro,2010-05-28,4.99,33660,Kokakiki
372,['Action'],Altered Beast™,Altered Beast™,2010-06-01,2.99,34281,SEGA
373,['Action'],Comix Zone™,Comix Zone™,2010-06-01,2.99,34272,SEGA
374,"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,SEGA Mega Drive and Genesis Classics,2010-06-01,61.99,34270,D3T Limited
375,['Action'],Golden Axe™,Golden Axe™,2010-06-01,2.99,34276,SEGA
376,['Action'],Ecco the Dolphin™,Ecco the Dolphin™,2010-06-01,2.99,34274,SEGA
377,['Strategy'],Gain Ground™,Gain Ground™,2010-06-01,2.99,34275,SEGA
378,['Action'],Shinobi™ III: Return of the Ninja Master,Shinobi™ III: Return of the Ninja Master,2010-06-01,2.99,34277,SEGA
379,['Action'],Crack Down™,Crack Down™,2010-06-01,2.99,34273,SEGA
380,['Action'],VectorMan™,VectorMan™,2010-06-01,2.99,34280,SEGA
381,['Action'],Shadow Dancer™,Shadow Dancer™,2010-06-01,2.99,34282,SEGA
382,['Action'],Space Harrier™ II,Space Harrier™ II,2010-06-01,2.99,34279,SEGA
383,"['Action', 'RPG']",Alpha Protocol™,Alpha Protocol™,2010-06-01,14.99,34010,Obsidian Entertainment
384,['Action'],Alien Breed: Impact,Alien Breed: Impact,2010-06-03,9.99,22610,Team17 Software Ltd.
385,['RPG'],Fallout 3 - Point Lookout,Fallout 3 - Point Lookout,2010-07-16,4.99,22440,Bethesda Game Studios
386,"['Strategy', 'Indie']",Defense Grid: Resurgence Map Pack 1,Defense Grid: Resurgence Map Pack 1,2010-06-02,0.99,18508,Hidden Path Entertainment
387,['RPG'],Fallout 3 - Mothership Zeta,Fallout 3 - Mothership Zeta,2010-07-16,4.99,22430,Bethesda Game Studios
388,['RPG'],Fallout 3 - Broken Steel,Fallout 3 - Broken Steel,2010-07-16,4.99,22410,Bethesda Game Studios
389,['RPG'],Fallout 3 - The Pitt,Fallout 3 - The Pitt,2010-07-16,4.99,22420,Bethesda Game Studios
390,['Action'],Alien Swarm,Alien Swarm,2010-07-19,Free,630,Valve
391,['RPG'],Fallout 3 - Operation Anchorage,Fallout 3 - Operation Anchorage,2010-07-16,4.99,22400,Bethesda Game Studios
392,"['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,SimCity™ 4 Deluxe Edition,2003-09-22,19.99,24780,"EA - Maxis,Aspyr (Mac)"
393,"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,Disciples III - Renaissance Steam Special Edition,2010-07-16,14.99,33670,"Akella,.dat"
394,"['Casual', 'Indie']",Tidalis,Tidalis,2010-07-16,4.99,40420,"Arcen Games, LLC"
395,"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,Razor2: Hidden Skies,2010-07-19,9.99,34920,Invent4 Entertainment
396,['Strategy'],The Settlers 7: Uncharted Land Map Pack,The Settlers 7: Uncharted Land Map Pack,2010-07-21,3.99,48136,Blue Byte
397,['RPG'],Dimensity,Dimensity,2008-12-08,9.99,46720,Dagger Games
398,['Action'],Kane & Lynch 2: Dog Days,Kane &amp; Lynch 2: Dog Days,2010-08-17,9.99,28000,IO Interactive
399,"['Simulation', 'Strategy']",The Guild II Renaissance,The Guild II Renaissance,2010-07-28,9.99,39680,Rune Forge
400,['Strategy'],Hearts of Iron III DLC: German II Spritepack,Hearts of Iron III DLC: German II Spritepack,2010-07-26,0.99,25962,Paradox Interactive
401,['Simulation'],Trainz Simulator DLC: Blue Comet,Trainz Simulator DLC: Blue Comet,2010-08-06,19.99,24634,N3V Games
402,['Strategy'],Fantasy Wars,Fantasy Wars,2010-08-06,4.99,63900,Ino-Co
403,['Action'],Mafia II,Mafia II,2011-03-22,29.99,50130,"2K Czech,Feral Interactive (Mac)"
404,['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,Train Simulator: Network Southeast Class 47 Loco Add-On,2010-08-06,4.99,24075,Dovetail Games
